repyr,reg_status,appr_trade_code,appr_trade_name,comp_vol,gender,total_reg,mean_age,sd_age,total_NA,total_cont,total_comp,total_disc,mean_reg_dur,mean_date_reg
2013,Already registered (beginning of report period),403X,General Carpenter,Voluntary,Male,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),404C,Painter and Decorator - Commercial and Residential,Voluntary,Female,19,33.3330930064888,9.73080716541875,0,13,2,4,4.66604181687094,20090502
2013,Already registered (beginning of report period),404C,Painter and Decorator - Commercial and Residential,Voluntary,Male,266,36.9921413121846,10.8243046026635,0,114,125,27,9.41003192913791,20040805
2013,Already registered (beginning of report period),404D,Painter and Decorator - Industrial,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),404D,Painter and Decorator - Industrial,Voluntary,Male,87,31.6267674381987,8.44409429214951,0,61,21,5,3.87778302629507,20100214
2013,Already registered (beginning of report period),410K,Motive Power Machinist,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),410K,Motive Power Machinist,Voluntary,Male,49,35.0483645513,11.5935002209507,0,39,0,10,9.94805703103159,20040121
2013,Already registered (beginning of report period),410N,Automotive Painter,Voluntary,Female,9,36.1257229832572,12.7616634251457,0,6,0,3,7.57838660578387,20060604
2013,Already registered (beginning of report period),410N,Automotive Painter,Voluntary,Male,154,29.6426258672834,6.58642760934445,0,112,5,37,6.1347980786337,20071113
2013,Already registered (beginning of report period),415A,Cook,Voluntary,Female,2364,28.9605660246158,9.43411768452633,0,1659,52,653,5.61909927450571,20080520
2013,Already registered (beginning of report period),415A,Cook,Voluntary,Male,4673,28.4316279178844,7.9105746667169,0,3233,137,1303,6.00365609490838,20071231
2013,Already registered (beginning of report period),415B,Assistant Cook,Voluntary,Female,146,38.2116344529931,13.8596306430194,0,116,1,29,5.7863576656033,20080319
2013,Already registered (beginning of report period),415B,Assistant Cook,Voluntary,Male,184,28.2489279332936,8.81942616433918,0,127,0,57,5.51913341274568,20080625
2013,Already registered (beginning of report period),415C,Chef,Voluntary,Female,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),415C,Chef,Voluntary,Male,19,35.3620764239365,8.20862906308944,0,14,4,1,3.43475126171593,20100726
2013,Already registered (beginning of report period),415D,Institutional Cook,Voluntary,Female,24,37.2365296803653,12.0359282132003,0,24,0,0,1.54235159817352,20120616
2013,Already registered (beginning of report period),415D,Institutional Cook,Voluntary,Male,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),416E,Electronic Service Technician,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),416E,Electronic Service Technician,Voluntary,Male,27,39.4665651953323,11.543103728309,0,22,1,4,8.53850837138508,20050619
2013,Already registered (beginning of report period),419A,Cement Mason,Voluntary,Male,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),420A,Ironworker - Structural and Ornamental,Voluntary,Female,9,37.5394216133942,12.0729029963831,0,3,6,0,11.1990867579909,20021022
2013,Already registered (beginning of report period),420A,Ironworker - Structural and Ornamental,Voluntary,Male,871,31.7056634635044,8.0350411612039,0,610,223,38,5.70880266737965,20080417
2013,Already registered (beginning of report period),420B,Ironworker - Generalist,Voluntary,Male,4,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),421A,Heavy Duty Equipment Technician,Voluntary,Female,30,27.2180821917808,7.13331167092051,0,21,1,8,4.41890410958904,20090801
2013,Already registered (beginning of report period),421A,Heavy Duty Equipment Technician,Voluntary,Male,1853,27.516019191389,7.34831851646892,0,1373,90,390,4.48428834396647,20090708
2013,Already registered (beginning of report period),421C,Turf Equipment Technician,Voluntary,Male,11,28.7183063511831,5.54582470122445,0,9,0,2,5.41892901618929,20080801
2013,Already registered (beginning of report period),423A,Baker,Voluntary,Female,114,25.30415765441,6.86715018684005,0,76,2,36,5.26536890170632,20080926
2013,Already registered (beginning of report period),423A,Baker,Voluntary,Male,64,25.7088613013699,8.15452044570126,0,50,0,14,5.64186643835616,20080511
2013,Already registered (beginning of report period),423C,Baker-Patissier,Voluntary,Female,373,27.4276396489037,7.64603276757562,0,263,10,100,4.87444268977928,20090215
2013,Already registered (beginning of report period),423C,Baker-Patissier,Voluntary,Male,125,29.4412054794521,9.43011524091096,0,101,1,23,5.75655890410959,20080330
2013,Already registered (beginning of report period),424A,Architectural Glass and Metal Technician,Voluntary,Female,12,34.3954337899543,6.16183529267185,0,10,1,1,3.73926940639269,20100406
2013,Already registered (beginning of report period),424A,Architectural Glass and Metal Technician,Voluntary,Male,737,34.5176558056542,9.48220364121236,0,438,249,50,7.52635452872623,20060623
2013,Already registered (beginning of report period),425A,Agricultural Equipment Technician,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),425A,Agricultural Equipment Technician,Voluntary,Male,429,25.3108535300316,6.14293978099859,0,312,17,100,4.51848516780024,20090625
2013,Already registered (beginning of report period),426A,Construction Millwright,Voluntary,Female,14,34.5148727984344,10.1418640879795,0,9,4,1,6.2174168297456,20071014
2013,Already registered (beginning of report period),426A,Construction Millwright,Voluntary,Male,486,32.3168047804273,8.54466399714449,0,326,106,54,6.43753311911607,20070726
2013,Already registered (beginning of report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Male,518,31.6659861426985,8.4256515847981,0,371,71,76,5.24753265986143,20081002
2013,Already registered (beginning of report period),428A,Construction Boilermaker,Voluntary,Female,7,29.7976516634051,4.61083312910161,0,7,0,0,2.80508806262231,20110313
2013,Already registered (beginning of report period),428A,Construction Boilermaker,Voluntary,Male,307,32.23802596939,8.02986600540027,0,190,106,11,5.90450225335773,20080205
2013,Already registered (beginning of report period),429A,General Machinist,Voluntary,Female,81,32.3690174192457,9.30783818549541,0,52,0,29,6.39272788770506,20070811
2013,Already registered (beginning of report period),429A,General Machinist,Voluntary,Male,2764,30.3553981721944,8.18265996289557,0,1841,81,842,6.71192930634578,20070417
2013,Already registered (beginning of report period),430A,Tool and Die Maker,Voluntary,Female,35,33.3106066536204,10.538170383921,0,19,1,15,8.13612524461839,20051113
2013,Already registered (beginning of report period),430A,Tool and Die Maker,Voluntary,Male,1434,31.9282742018685,8.03516503151863,0,871,43,520,8.10679581972068,20051124
2013,Already registered (beginning of report period),430M,Machine Tool Builder and Integrator,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),430M,Machine Tool Builder and Integrator,Voluntary,Male,74,33.5269900037023,7.2213756805715,0,38,1,35,7.44813032210292,20060722
2013,Already registered (beginning of report period),431A,Mould Maker,Voluntary,Female,8,32.3414383561644,4.60313178311144,0,4,0,4,9.9513698630137,20040120
2013,Already registered (beginning of report period),431A,Mould Maker,Voluntary,Male,460,31.7617748659917,8.41687829369191,0,314,2,144,9.08038117927338,20041203
2013,Already registered (beginning of report period),433A,Industrial Mechanic Millwright,Voluntary,Female,103,33.4177151216917,10.7861147997631,0,61,3,39,5.71860619763266,20080413
2013,Already registered (beginning of report period),433A,Industrial Mechanic Millwright,Voluntary,Male,4574,32.1272067852244,9.61190929758189,0,3126,273,1175,5.67011039167181,20080501
2013,Already registered (beginning of report period),434A,Powerline Technician,Voluntary,Female,17,29.3764705882353,7.09298884578249,0,11,4,2,5.25946817082998,20080928
2013,Already registered (beginning of report period),434A,Powerline Technician,Voluntary,Male,1543,31.271598647005,9.07289680787783,0,975,446,122,6.04933459991655,20071214
2013,Already registered (beginning of report period),435A,Small Engine Technician,Voluntary,Female,6,27.9662100456621,12.4212329988304,0,3,1,2,7.71324200913242,20060416
2013,Already registered (beginning of report period),435A,Small Engine Technician,Voluntary,Male,330,28.2440597758406,9.05006874658347,0,232,4,94,5.86998754669988,20080218
2013,Already registered (beginning of report period),435B,Marine Engine Technician,Voluntary,Female,8,26.2876712328767,3.9330392426001,0,3,2,3,4.91095890410959,20090202
2013,Already registered (beginning of report period),435B,Marine Engine Technician,Voluntary,Male,258,29.8147074439843,8.57235973921204,0,187,21,50,5.38134225337156,20080814
2013,Already registered (beginning of report period),437A,Metal Fabricator (Fitter),Voluntary,Female,28,28.8441291585127,7.41362698260225,0,18,0,10,4.85675146771037,20090222
2013,Already registered (beginning of report period),437A,Metal Fabricator (Fitter),Voluntary,Male,685,28.8796800319968,7.84664235668309,0,477,24,184,5.07801619838016,20081203
2013,Already registered (beginning of report period),438A,Cabinetmaker,Voluntary,Female,54,29.4744292237443,8.81775529940189,0,32,1,21,5.94830035514967,20080120
2013,Already registered (beginning of report period),438A,Cabinetmaker,Voluntary,Male,829,28.558054761472,7.72760810058935,0,595,21,213,6.00223408298495,20080101
2013,Already registered (beginning of report period),441C,Horticultural Technician,Voluntary,Female,280,36.8491780821918,11.6146612374163,0,192,11,77,4.83983365949119,20090228
2013,Already registered (beginning of report period),441C,Horticultural Technician,Voluntary,Male,789,30.1083389759883,8.00864397499649,0,628,21,140,5.32238831883605,20080905
2013,Already registered (beginning of report period),442A,Industrial Electrician,Voluntary,Female,117,29.528626624517,8.72613773787643,0,86,4,27,4.4094134176326,20090804
2013,Already registered (beginning of report period),442A,Industrial Electrician,Voluntary,Male,2918,31.7395175903931,9.82045988695998,0,2039,81,798,5.01598017031744,20081226
2013,Already registered (beginning of report period),443A,Pattern Maker,Voluntary,Female,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),443A,Pattern Maker,Voluntary,Male,22,34.4196762141968,9.76119048621822,0,15,1,6,6.86600249066002,20070219
2013,Already registered (beginning of report period),444A,Arborist,Voluntary,Female,36,35.379604261796,9.83254516410849,0,27,2,7,7.42511415525114,20060730
2013,Already registered (beginning of report period),444A,Arborist,Voluntary,Male,456,31.7662100456621,8.64745276402896,0,354,26,76,5.24599254986782,20081003
2013,Already registered (beginning of report period),444B,Utility Arborist,Voluntary,Female,11,30.4744707347447,5.05657878717026,0,9,2,0,3.57833125778331,20100603
2013,Already registered (beginning of report period),444B,Utility Arborist,Voluntary,Male,258,30.6901030052034,7.33058058527855,0,190,45,23,3.28265902091961,20100919
2013,Already registered (beginning of report period),445A,Appliance Service Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),445A,Appliance Service Technician,Voluntary,Male,47,31.9793646167298,9.03837748312692,0,41,0,6,5.74555523171087,20080403
2013,Already registered (beginning of report period),446A,Electric Motor System Technician,Voluntary,Female,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),446A,Electric Motor System Technician,Voluntary,Male,40,33.3645205479452,7.17153461596422,0,31,1,8,5.50609589041096,20080630
2013,Already registered (beginning of report period),447A,Instrumentation and Control Technician,Voluntary,Female,34,31.2492344883159,8.03813291544277,0,28,2,4,4.56011281224819,20090610
2013,Already registered (beginning of report period),447A,Instrumentation and Control Technician,Voluntary,Male,374,30.8712475276537,8.91707875672554,0,308,11,55,3.99955314628965,20100101
2013,Already registered (beginning of report period),448A,Floor Covering Installer,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),448A,Floor Covering Installer,Voluntary,Male,362,31.5184742299251,8.1673832632249,0,276,51,35,4.82150155150231,20090307
2013,Already registered (beginning of report period),449A,Roofer,Voluntary,Female,6,32.7178082191781,5.56644128062815,0,3,1,2,4.48538812785388,20090707
2013,Already registered (beginning of report period),449A,Roofer,Voluntary,Male,224,33.3581947162427,8.77112152169777,0,157,21,46,4.98452788649706,20090106
2013,Already registered (beginning of report period),450A,Construction Craft Worker,Voluntary,Female,55,30.2829389788294,8.32630810742443,0,46,1,8,4.23686176836862,20091006
2013,Already registered (beginning of report period),450A,Construction Craft Worker,Voluntary,Male,2317,30.0256070379151,8.60600533781939,0,1958,76,283,4.84900172045808,20090225
2013,Already registered (beginning of report period),451A,"Drywall, Acoustic and Lathing Applicator",Voluntary,Female,14,32.6962818003914,9.08081042391271,0,10,2,2,4.70782778864971,20090417
2013,Already registered (beginning of report period),451A,"Drywall, Acoustic and Lathing Applicator",Voluntary,Male,1595,31.6638811353974,7.71268233226934,0,1004,403,188,5.35172757332417,20080825
2013,Already registered (beginning of report period),452A,Reinforcing Rodworker,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),452A,Reinforcing Rodworker,Voluntary,Male,689,32.9159472731972,8.17374015268684,0,441,219,29,5.17125474680398,20081030
2013,Already registered (beginning of report period),453A,Drywall Finisher and Plasterer,Voluntary,Female,12,32.4463470319635,10.3323455526864,0,11,1,0,3.27602739726027,20100922
2013,Already registered (beginning of report period),453A,Drywall Finisher and Plasterer,Voluntary,Male,435,33.7714690599906,8.611259734332,0,357,75,3,6.20532829475673,20071019
2013,Already registered (beginning of report period),455A,Exterior Insulated Finish Systems Mechanic,Voluntary,Male,43,36.5236699585855,9.73578343656611,0,43,0,0,5.6172029308697,20080520
2013,Already registered (beginning of report period),456A,Welder,Voluntary,Female,96,26.8270262557078,7.0392058330804,0,76,1,19,4.09252283105023,20091128
2013,Already registered (beginning of report period),456A,Welder,Voluntary,Male,1753,26.6012925005275,7.35417567501128,0,1248,38,467,4.4632840766123,20090715
2013,Already registered (beginning of report period),456P,Pressure Systems Welder,Voluntary,Female,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),456P,Pressure Systems Welder,Voluntary,Male,15,29.0962557077626,7.92518199339036,0,15,0,0,1.27945205479452,20120920
2013,Already registered (beginning of report period),600H,Horse Groom,Voluntary,Female,123,32.5139102349928,11.1584916814608,0,65,4,54,6.33048223632921,20070903
2013,Already registered (beginning of report period),600H,Horse Groom,Voluntary,Male,22,38.4,13.8014544307128,0,12,1,9,6.31855541718555,20070907
2013,Already registered (beginning of report period),600P,Blacksmith,Voluntary,Male,4,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),605B,Water Well Driller,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),605B,Water Well Driller,Voluntary,Male,33,31.5328352013284,7.15044008795945,0,31,1,1,5.08119551681196,20081202
2013,Already registered (beginning of report period),606G,Gemsetter/Goldsmith,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),606G,Gemsetter/Goldsmith,Voluntary,Male,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),606W,"Hardware, Lumber and Building Materials Retailer",Voluntary,Female,14,43.6350293542074,11.9213428949672,0,13,0,1,6.97025440313112,20070112
2013,Already registered (beginning of report period),606W,"Hardware, Lumber and Building Materials Retailer",Voluntary,Male,44,35.8622665006227,11.1138781256069,0,40,1,3,6.35037359900374,20070827
2013,Already registered (beginning of report period),609C,Packaging Machine Mechanic,Voluntary,Female,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),609C,Packaging Machine Mechanic,Voluntary,Male,30,46.234703196347,7.71362936309922,0,10,1,19,10.4356164383562,20030728
2013,Already registered (beginning of report period),610C,Aircraft Maintenance Engineer,Voluntary,Female,12,25.9312785388128,4.22746989044938,0,0,0,12,5.20616438356164,20081017
2013,Already registered (beginning of report period),610C,Aircraft Maintenance Engineer,Voluntary,Male,170,30.4498468976632,7.87556153325074,0,0,0,170,5.278017727639,20080921
2013,Already registered (beginning of report period),611B,Saw Filer/Fitter,Voluntary,Male,11,41.4490660024907,7.98287973456409,0,10,0,1,8.13100871731009,20051115
2013,Already registered (beginning of report period),614A,Draftperson - Mechanical,Voluntary,Female,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),614A,Draftperson - Mechanical,Voluntary,Male,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),614B,Draftperson - Plastic Mould Design,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),614B,Draftperson - Plastic Mould Design,Voluntary,Male,14,38.4919765166341,4.41737560414842,0,5,1,8,13.4888454011742,20000708
2013,Already registered (beginning of report period),614C,Draftperson - Tool and Die Design,Voluntary,Male,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),617A,Electrical Control (Machine) Builder,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),617A,Electrical Control (Machine) Builder,Voluntary,Male,7,31.6833659491194,6.82540554828702,0,1,1,5,10.7225048923679,20030414
2013,Already registered (beginning of report period),620A,Child and Youth Worker,Voluntary,Female,915,35.816582079497,12.5386648381679,0,805,36,74,6.31901789056067,20070907
2013,Already registered (beginning of report period),620A,Child and Youth Worker,Voluntary,Male,300,36.3585662100457,11.2240156381655,0,277,5,18,6.46496803652968,20070716
2013,Already registered (beginning of report period),620B,Aboriginal Child Care Practitioner,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),620C,Child Development Practitioner,Voluntary,Female,5879,34.2393073092759,11.3155688229913,0,4888,294,697,4.81093933130926,20090311
2013,Already registered (beginning of report period),620C,Child Development Practitioner,Voluntary,Male,423,35.2095404643933,11.4302426634005,0,335,26,62,5.09729589688785,20081126
2013,Already registered (beginning of report period),620D,Developmental Services Worker,Voluntary,Female,1103,41.1114991492691,10.4667988699909,0,972,63,68,3.50982004247445,20100628
2013,Already registered (beginning of report period),620D,Developmental Services Worker,Voluntary,Male,371,40.5842927297567,10.4394736692485,0,343,14,14,3.44797843665768,20100721
2013,Already registered (beginning of report period),620E,Educational Assistant,Voluntary,Female,558,37.4686699072028,12.4934328466442,0,489,31,38,5.7143025482398,20080415
2013,Already registered (beginning of report period),620E,Educational Assistant,Voluntary,Male,94,34.0725444476829,12.1608336064213,0,78,6,10,4.77391431069659,20090324
2013,Already registered (beginning of report period),620G,Child Development Practitioner - Inclusion Practices,Voluntary,Female,75,44.7482374429224,10.3727552869584,0,0,3,72,7.55952511415525,20060611
2013,Already registered (beginning of report period),620G,Child Development Practitioner - Inclusion Practices,Voluntary,Male,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),630A,Micro Electronics Manufacturer,Voluntary,Female,176,44.0139632627646,9.62072611264775,0,76,42,58,5.87685242839352,20080215
2013,Already registered (beginning of report period),630A,Micro Electronics Manufacturer,Voluntary,Male,139,43.2045924903912,9.31257270291534,0,50,29,60,7.17855523800138,20061028
2013,Already registered (beginning of report period),630B,Surface Mount Assembler,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),630B,Surface Mount Assembler,Voluntary,Male,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),630T,Tool/Tooling Maker,Voluntary,Female,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),630T,Tool/Tooling Maker,Voluntary,Male,62,29.5303579319487,6.25511778047583,0,39,2,21,5.70570039770217,20080418
2013,Already registered (beginning of report period),631A,Network Cabling Specialist,Voluntary,Female,8,31.5602739726027,8.70209727965502,0,8,0,0,3.85890410958904,20100221
2013,Already registered (beginning of report period),631A,Network Cabling Specialist,Voluntary,Male,441,39.3052713322772,10.3245408784554,0,246,1,194,10.1903767899854,20031025
2013,Already registered (beginning of report period),634A,Information Technology - Contact Centre Technical Support Agent,Voluntary,Female,1059,35.3264232217005,10.5377002264412,0,598,151,310,4.70153543663575,20090419
2013,Already registered (beginning of report period),634A,Information Technology - Contact Centre Technical Support Agent,Voluntary,Male,3267,36.034131267008,9.67968953921718,0,2199,363,705,5.24011472131024,20081005
2013,Already registered (beginning of report period),634B,Information Technology - Hardware Technician,Voluntary,Female,15,33.9837442922374,11.222637329525,0,9,0,6,7.32109589041096,20060906
2013,Already registered (beginning of report period),634B,Information Technology - Hardware Technician,Voluntary,Male,283,33.532310373203,11.5348850847605,0,154,0,129,7.96475144005034,20060114
2013,Already registered (beginning of report period),634C,Information Technology - Network Technician,Voluntary,Female,4,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),634C,Information Technology - Network Technician,Voluntary,Male,65,36.8500316122234,10.713243885396,0,57,2,6,4.34107481559536,20090829
2013,Already registered (beginning of report period),634D,Information Technology - Contact Centre Sales Agent,Voluntary,Female,2182,34.9828183267833,12.1645135020945,0,1287,108,787,4.29007696847181,20090917
2013,Already registered (beginning of report period),634D,Information Technology - Contact Centre Sales Agent,Voluntary,Male,1896,32.6231691809722,10.1353799073687,0,1107,97,692,4.23771602797526,20091006
2013,Already registered (beginning of report period),634E,Information Technology - Contact Centre Customer Service Agent,Voluntary,Female,7764,35.7907528953442,11.6980431510156,0,5087,804,1873,2.91070095205832,20110202
2013,Already registered (beginning of report period),634E,Information Technology - Contact Centre Customer Service Agent,Voluntary,Male,5734,33.6971814363733,10.4964818377289,0,3905,514,1315,2.87107663492458,20110217
2013,Already registered (beginning of report period),636A,Heavy Equipment Operator - Tractor Loader Backhoe,Voluntary,Female,11,30.6435865504359,9.37174910557643,0,8,0,3,4.26201743462017,20090927
2013,Already registered (beginning of report period),636A,Heavy Equipment Operator - Tractor Loader Backhoe,Voluntary,Male,352,27.3996030510585,8.02049583272475,0,197,13,142,4.25133872976339,20091001
2013,Already registered (beginning of report period),636B,Heavy Equipment Operator - Excavator,Voluntary,Female,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),636B,Heavy Equipment Operator - Excavator,Voluntary,Male,322,28.2284352931167,8.47815822085287,0,172,11,139,4.38799455458181,20090812
2013,Already registered (beginning of report period),636C,Heavy Equipment Operator - Dozer,Voluntary,Female,7,26.9005870841487,5.95775577331524,0,5,0,2,2.87123287671233,20110217
2013,Already registered (beginning of report period),636C,Heavy Equipment Operator - Dozer,Voluntary,Male,284,27.4085471734517,7.86174139608309,0,148,1,135,4.31136407486012,20090909
2013,Already registered (beginning of report period),636E,Elevating Devices Mechanic,Voluntary,Female,12,35.37899543379,5.94818093969524,0,9,2,1,4.12123287671233,20091117
2013,Already registered (beginning of report period),636E,Elevating Devices Mechanic,Voluntary,Male,655,33.2831496392346,8.15419409860701,0,480,146,29,4.18043710132804,20091027
2013,Already registered (beginning of report period),636G,Gas Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),636G,Gas Technician,Voluntary,Male,37,33.1192151055165,9.51034170632149,0,37,0,0,1.32602739726027,20120903
2013,Already registered (beginning of report period),637C,Concrete Pump Operator,Voluntary,Male,25,28.3529863013699,4.88091916698901,0,16,8,1,2.6078904109589,20110524
2013,Already registered (beginning of report period),638A,Tractor-Trailer Commercial Driver,Voluntary,Female,42,48.4189823874755,10.1708947581281,0,29,8,5,2.79086757990868,20110318
2013,Already registered (beginning of report period),638A,Tractor-Trailer Commercial Driver,Voluntary,Male,1076,46.5658476345674,11.8630650603191,0,762,174,140,2.39828385191221,20110808
2013,Already registered (beginning of report period),640D,Agricultural - Dairy Herdsperson,Voluntary,Female,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),640D,Agricultural - Dairy Herdsperson,Voluntary,Male,65,24.036248682824,3.39069155367284,0,53,6,6,5.06343519494204,20081208
2013,Already registered (beginning of report period),640F,Agricultural - Fruit Grower,Voluntary,Male,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),640S,Agricultural - Swine Herdsperson,Voluntary,Female,5,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),640S,Agricultural - Swine Herdsperson,Voluntary,Male,12,28.8091324200913,6.83721524846099,0,7,0,5,8.36643835616438,20050821
2013,Already registered (beginning of report period),670C,Computer Numerical Control (CNC) Programmer,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),670C,Computer Numerical Control (CNC) Programmer,Voluntary,Male,37,34.7631247686042,7.9055476586058,0,26,4,7,4.60866345797853,20090523
2013,Already registered (beginning of report period),670D,Die Designer,Voluntary,Male,2,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),690H,Recreation Vehicle Technician,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,Already registered (beginning of report period),690H,Recreation Vehicle Technician,Voluntary,Male,63,40.54785823005,12.2274101711392,0,56,0,7,6.09676016525332,20071127
2013,Already registered (beginning of report period),800A,Water Meter Installer,Unknown,Female,33,34.5716894977169,10.4626920921302,0,12,10,11,5.30256849315068,20080912
2013,Already registered (beginning of report period),800A,Water Meter Installer,Unknown,Male,2032,34.3662361126092,11.6076202969895,0,643,406,983,4.70603559005478,20090418
2013,New registration (during report period),200G,Precision Metal Fabricator,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),200G,Precision Metal Fabricator,Voluntary,Male,4,x,x,x,x,x,x,x,x
2013,New registration (during report period),225A,Optics Technician (Lens and Prism Maker),Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),237S,"Pool, Hot Tub and Spa - Service Technician",Voluntary,Male,2,x,x,x,x,x,x,x,x
2013,New registration (during report period),240P,Parts Technician,Voluntary,Female,18,32.7474885844749,11.7938602305939,0,16,0,2,0.528462709284627,20130621
2013,New registration (during report period),240P,Parts Technician,Voluntary,Male,83,37.8923254662486,11.0146395395157,0,79,0,4,0.451394619574187,20130719
2013,New registration (during report period),241A,"Terrazzo, Tile and Marble Setter",Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),241A,"Terrazzo, Tile and Marble Setter",Voluntary,Male,33,31.808800332088,8.75475834367856,0,29,0,4,0.470983810709838,20130712
2013,New registration (during report period),244G,Cement (Concrete ) Finisher,Voluntary,Male,35,29.8947945205479,7.0502259195391,0,33,0,2,0.668884540117417,20130430
2013,New registration (during report period),244K,Precast Concrete Erector,Voluntary,Male,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),245R,Retail Meat Cutter,Voluntary,Female,3,x,x,x,x,x,x,x,x
2013,New registration (during report period),245R,Retail Meat Cutter,Voluntary,Male,11,22.7529265255293,6.7880037039714,0,11,0,0,0.472229140722291,20130711
2013,New registration (during report period),246F,"Process Operator: Refinery, Chemical and Liquid Processes",Voluntary,Female,4,x,x,x,x,x,x,x,x
2013,New registration (during report period),246F,"Process Operator: Refinery, Chemical and Liquid Processes",Voluntary,Male,84,29.7942922374429,9.24577566201687,0,78,4,2,0.664187866927593,20130502
2013,New registration (during report period),246R,Process Operator - Power,Voluntary,Female,9,31.6697108066971,8.06842874024935,0,9,0,0,0.629528158295282,20130515
2013,New registration (during report period),246R,Process Operator - Power,Voluntary,Male,27,30.9625570776256,6.7308011448106,0,27,0,0,0.494266869609335,20130703
2013,New registration (during report period),246T,Process Operator - Food Manufacturing,Voluntary,Male,11,34.2067247820672,8.17109004352297,0,11,0,0,0.427646326276463,20130727
2013,New registration (during report period),253A,Heat and Frost Insulator,Voluntary,Male,50,29.3019178082192,8.12183747741127,0,42,0,8,0.461369863013699,20130715
2013,New registration (during report period),253H,Hazardous Materials Worker,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),253H,Hazardous Materials Worker,Voluntary,Male,54,33.9674784373414,9.9533386665453,0,32,1,21,0.57742262810756,20130603
2013,New registration (during report period),255B,Facilities Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),255B,Facilities Technician,Voluntary,Male,15,35.0443835616438,12.6652290298508,0,14,0,1,0.380821917808219,20130814
2013,New registration (during report period),255W,Facilities Mechanic,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),255W,Facilities Mechanic,Voluntary,Male,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),259L,Locksmith,Voluntary,Male,4,x,x,x,x,x,x,x,x
2013,New registration (during report period),268R,Railway Car Technician,Voluntary,Male,10,31.7712328767123,11.8240619687993,0,10,0,0,0.864657534246575,20130218
2013,New registration (during report period),274L,Automotive Glass Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2013,New registration (during report period),274L,Automotive Glass Technician,Voluntary,Male,6,25.5917808219178,5.72975692922529,0,5,0,1,0.459817351598173,20130716
